datetime	open	high	low	close	volume
18.08.2022 00:00	7197.0	7197.0	7197.0	7197.0	1
19.08.2022 00:00	6786.0	6786.0	6786.0	6786.0	1
24.08.2022 00:00	7517.0	7581.0	7500.0	7500.0	3
26.08.2022 00:00	7500.0	7500.0	7500.0	7500.0	5
31.08.2022 00:00	7550.0	7550.0	7550.0	7550.0	1
05.09.2022 00:00	7777.0	7777.0	7777.0	7777.0	1
09.09.2022 00:00	7545.0	7545.0	7545.0	7545.0	1
12.09.2022 00:00	8054.0	8054.0	8054.0	8054.0	1
13.09.2022 00:00	8040.0	8040.0	8040.0	8040.0	1
14.09.2022 00:00	7948.0	7948.0	7948.0	7948.0	1
15.09.2022 00:00	8200.0	8200.0	8146.0	8164.0	5
16.09.2022 00:00	8074.0	8074.0	8066.0	8066.0	2
20.09.2022 00:00	7900.0	7900.0	7149.0	7340.0	63
21.09.2022 00:00	7200.0	7200.0	6792.0	6886.0	47
22.09.2022 00:00	6800.0	7179.0	6785.0	7062.0	50
23.09.2022 00:00	7059.0	7059.0	6764.0	6811.0	137
26.09.2022 00:00	6668.0	6668.0	6081.0	6137.0	104
27.09.2022 00:00	6240.0	6466.0	6094.0	6336.0	99
28.09.2022 00:00	6354.0	6411.0	6246.0	6343.0	46
29.09.2022 00:00	6200.0	6311.0	6063.0	6193.0	106
30.09.2022 00:00	6238.0	6290.0	5870.0	6153.0	158
03.10.2022 00:00	6222.0	6627.0	6222.0	6600.0	36
04.10.2022 00:00	6685.0	6795.0	6584.0	6655.0	35
05.10.2022 00:00	6596.0	7111.0	6447.0	7102.0	88
06.10.2022 00:00	7112.0	7179.0	6895.0	6895.0	29
07.10.2022 00:00	6885.0	6885.0	6521.0	6580.0	73
10.10.2022 00:00	6432.0	6760.0	6271.0	6759.0	58
11.10.2022 00:00	6779.0	7025.0	6700.0	7025.0	66
12.10.2022 00:00	7025.0	7025.0	6800.0	6820.0	24
13.10.2022 00:00	6811.0	6850.0	6762.0	6823.0	40
14.10.2022 00:00	6849.0	6880.0	6815.0	6845.0	41
17.10.2022 00:00	6902.0	7122.0	6902.0	7113.0	60
18.10.2022 00:00	7154.0	7155.0	6900.0	6948.0	61
19.10.2022 00:00	6946.0	6946.0	6700.0	6811.0	90
20.10.2022 00:00	6806.0	6819.0	6782.0	6801.0	32
21.10.2022 00:00	6770.0	6794.0	6668.0	6777.0	47
24.10.2022 00:00	6861.0	6876.0	6707.0	6790.0	99
25.10.2022 00:00	6794.0	6918.0	6755.0	6860.0	109
26.10.2022 00:00	6906.0	6950.0	6754.0	6833.0	376
27.10.2022 00:00	6833.0	6913.0	6819.0	6912.0	161
28.10.2022 00:00	6886.0	6914.0	6787.0	6869.0	48
31.10.2022 00:00	6861.0	6898.0	6773.0	6799.0	103
01.11.2022 00:00	6771.0	6818.0	6771.0	6816.0	36
02.11.2022 00:00	6833.0	6833.0	6695.0	6695.0	72
03.11.2022 00:00	6693.0	6710.0	6599.0	6689.0	112
07.11.2022 00:00	6762.0	6825.0	6752.0	6814.0	121
08.11.2022 00:00	6828.0	6828.0	6700.0	6800.0	35
09.11.2022 00:00	6769.0	6958.0	6652.0	6716.0	248
10.11.2022 00:00	6704.0	6863.0	6700.0	6845.0	175
11.11.2022 00:00	6877.0	7078.0	6875.0	6973.0	420
14.11.2022 00:00	7059.0	7100.0	6913.0	7059.0	86
15.11.2022 00:00	7033.0	7033.0	6664.0	6800.0	171
16.11.2022 00:00	6753.0	6952.0	6753.0	6951.0	334
17.11.2022 00:00	6945.0	6945.0	6761.0	6841.0	128
18.11.2022 00:00	6815.0	6816.0	6776.0	6812.0	34
21.11.2022 00:00	6801.0	6801.0	6640.0	6724.0	119
22.11.2022 00:00	6747.0	6780.0	6733.0	6769.0	98
23.11.2022 00:00	6769.0	6794.0	6729.0	6746.0	165
24.11.2022 00:00	6753.0	6755.0	6721.0	6725.0	68
25.11.2022 00:00	6735.0	6735.0	6665.0	6689.0	77
28.11.2022 00:00	6675.0	6675.0	6573.0	6619.0	208
29.11.2022 00:00	6636.0	6671.0	6603.0	6640.0	97
30.11.2022 00:00	6668.0	6669.0	6600.0	6630.0	75
01.12.2022 00:00	6632.0	6632.0	6593.0	6606.0	204
02.12.2022 00:00	6612.0	6613.0	6542.0	6568.0	473
05.12.2022 00:00	6546.0	6640.0	6523.0	6612.0	877
06.12.2022 00:00	6623.0	6695.0	6598.0	6624.0	688
07.12.2022 00:00	6622.0	6638.0	6551.0	6609.0	629
08.12.2022 00:00	6603.0	6640.0	6570.0	6590.0	290
09.12.2022 00:00	6588.0	6620.0	6212.0	6288.0	3969
12.12.2022 00:00	6280.0	6290.0	6163.0	6212.0	4675
13.12.2022 00:00	6252.0	6279.0	6187.0	6240.0	2810
14.12.2022 00:00	6253.0	6286.0	6159.0	6216.0	4861
15.12.2022 00:00	6220.0	6248.0	6117.0	6164.0	4429
16.12.2022 00:00	6185.0	6216.0	6127.0	6209.0	3169
19.12.2022 00:00	6210.0	6220.0	6056.0	6098.0	5285
20.12.2022 00:00	6107.0	6153.0	6009.0	6130.0	4586
